X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
60.920803,175.09866,32.10272,26.436356,11.544326,4.8639064,-4.112791,-16.275715,-47.05768,-9.268534,29.589182,12.55999,-3.4599118,-15.942562,-6.353474,-2.0377417,7.2214875,4.6341906,16.33613,-2.6545892,14.598289,-9.656043,7.506656,-0.21160504,6.6490335,-7.701113,1.5133933,-18.335217,-5.370881,-20.628906,5.3840294,3.3048236,-3.9363587,-16.580975,1.7673385,-9.500646,6.8880105,-3.7465796,-2.8588545,5.085954,-22.596027,4.154709,-0.62698305,-2.4256692,1.6423827,5.4863486,-7.4398584,-1.7384872,18.991467,-1.7599964,8.689027,-0.6460198
-55.722633,-41.92416,-28.477928,0.2587095,0.6450302,26.162891,-2.6118221,-4.628726,1.8309522,2.0467694,-12.18237,-3.214909,17.337757,-15.128856,-1.270662,-2.1315908,2.7618718,-3.6893332,-5.22088,1.0035535,-0.15950753,0.6093753,3.155543,2.8322842,5.6919084,-2.654243,0.011559428,0.16437213,-3.5301692,0.6636994,4.914866,-0.84833276,3.549098,1.8936789,-4.542579,-4.770894,-4.383876,0.9564544,7.114068,1.1141434,3.128942,-1.6336117,-3.331939,3.4961638,-1.0330967,-8.504489,-3.2047436,7.1245775,-11.089086,1.7558773,8.475189,7.759914
-10.868905,85.17037,-12.444182,-7.737062,21.932877,24.519367,-20.215204,-18.494974,4.3836036,3.6791162,14.159144,0.4695412,16.24785,-10.797894,-11.595596,-9.577969,1.0023768,-5.2423916,-4.4700003,-4.2118616,-5.459046,-5.0566964,-11.002135,-5.699626,9.656093,-7.535227,-1.0511055,-8.161201,4.98998,-3.9464564,-5.072079,3.667663,-1.6169492,8.496934,-3.9615972,0.005421329,-5.5657926,-1.1323324,2.805293,-3.7761235,2.054466,-3.9795685,-0.5359207,1.6607653,-1.1650815,-9.470757,-1.2120215,8.459441,-12.118184,-2.261647,7.3817434,3.3613641
-58.889572,-43.557625,-13.397499,0.45858955,-10.152322,8.920207,4.6364822,4.398706,1.6574428,-0.5769848,3.4401202,-3.9352722,-5.2498593,3.461447,1.3667818,0.56315404,-4.380373,0.23395349,17.694818,-5.529044,-3.465949,-2.9686658,3.9638453,3.152545,0.54594845,-5.135897,1.8192066,0.2040902,5.2790003,-0.2383376,-0.24316877,-5.8416996,-0.17541066,-3.380785,2.3790817,-0.32651186,1.0515631,8.723467,4.717348,-0.11928649,2.1357224,-10.776001,-9.254762,4.75416,-8.237044,17.046268,-1.3674655,4.597314,-7.55762,-4.932522,10.394141,8.753836
100.66852,-63.700703,-54.8337,-23.473375,38.418983,-96.3609,45.625694,-7.6842713,-26.478125,15.205324,38.265446,39.15049,22.383438,-21.454721,-23.943813,4.1564283,-36.619606,14.805915,16.826397,0.96824795,-4.6027637,5.5993495,10.19765,16.636436,-6.479147,18.570496,4.8138433,-4.152862,-0.4977871,-4.509491,-26.072412,-8.768033,-6.3692822,-0.066250324,5.661497,9.246414,-0.582292,-9.716916,-3.5548098,3.5639493,-2.1745508,-1.0907043,1.9520046,-2.0032158,1.4564518,3.532078,1.0324494,2.9951942,-5.496862,-3.2840958,-1.930581,8.510515
-27.041815,22.560646,-36.93747,1.2981035,4.6699896,28.021599,-10.176138,-13.620852,9.244875,-4.055004,8.14881,11.297751,-2.8608818,6.1415925,8.643329,-0.52572984,-2.7493975,4.045513,-3.734425,17.270588,-24.599905,-9.218868,-17.821424,11.173239,-14.742099,8.826862,-2.158605,10.378681,-5.5521135,6.852313,1.3333344,4.369786,14.189781,10.137245,6.0115056,-1.3804958,-8.102464,0.18235838,-1.1258851,1.1245204,1.9905884,-4.260523,2.9640188,-1.1370535,-3.543828,-6.7821975,5.2936993,-3.0026712,-6.6806703,-11.862933,7.3314595,5.0570827
-54.13161,-15.538001,-18.32259,-10.239299,-9.039469,8.124754,6.0624948,7.036198,-6.0477214,11.660769,-5.12968,0.73428154,-11.02172,4.1239038,-1.228084,-0.916532,-0.9228017,3.27614,-7.7238126,2.0653572,7.0413194,-13.792136,3.4570398,-10.056597,4.6497207,6.8982277,-1.1977284,2.4377964,1.4357843,2.982089,-3.409875,-2.1036808,-1.4967299,6.133309,-0.5951657,-6.614004,0.12317706,1.9074978,4.1043544,-1.2194222,-0.49632078,0.084266596,4.1238737,1.8335913,-1.0373406,3.2986948,-0.91933554,-3.6908333,-1.5863873,-0.94196683,10.239015,6.867481
-21.655863,80.60651,-10.080016,-30.67519,4.5753226,2.444699,13.300519,3.1444507,-0.13140118,-0.56462514,-2.8836775,0.18171087,-1.8550485,-2.7373228,0.7701603,-1.9533619,-0.3013086,0.15409,-14.849176,0.2428658,-5.6586523,-3.5434442,-10.214074,1.4932356,-0.61592144,-3.2431607,-9.968671,-0.8457388,9.714565,5.8154488,-7.6920223,9.162737,2.2860522,7.375981,-3.8909764,3.4412577,1.5322099,-3.5462942,-6.2903347,0.431035,-11.415096,11.299325,-3.1789165,2.3470385,7.940803,2.6177773,1.8729199,1.5300337,-6.728349,1.4554951,12.253241,0.631438
219.35388,107.99174,-13.6853485,-41.99625,-47.457245,25.364996,39.10928,-25.382275,-5.910999,-18.030664,5.6043406,-17.22197,10.825428,15.871577,-18.09093,7.486754,0.96137565,-2.3393216,-8.896275,-33.826157,14.159128,10.681393,-42.53535,-3.5262303,-0.693081,4.793229,-9.780045,-0.20742865,-14.054561,-6.137425,-12.97715,-7.3444047,-10.523874,-16.070875,-6.2725515,25.003716,5.7177887,-15.091346,-20.015554,0.41420636,22.117502,37.99087,-16.450384,18.781027,13.790672,-8.411972,-21.82024,4.758986,-12.468115,-4.7518783,-3.3387818,3.599926
-19.042877,135.57732,72.47107,-114.01957,98.2698,5.66376,27.123049,-18.283329,8.81603,9.288478,0.28310195,6.5688744,-4.975167,-2.6474593,6.6888657,0.9015279,2.1233878,12.241046,-1.5520452,3.7920606,10.828534,-3.2886748,9.144439,-0.75983775,8.95568,-11.020777,-0.3012862,6.322224,-4.351106,-10.23331,2.541318,22.74427,10.602015,-23.74936,-0.5241079,16.900738,21.882433,9.120896,1.946428,1.2233982,12.854675,-1.0479476,-2.5604067,-0.40772083,4.6011596,3.213912,9.992433,2.4764206,-4.8581243,0.5158385,14.238681,1.5005552
-24.61082,54.228237,24.538807,-9.96952,9.388121,-12.201469,-9.528873,-2.95267,-1.9739788,8.357707,13.266778,3.4129956,3.9949956,18.593302,0.4569762,8.32784,14.905261,-9.12802,-4.4878964,-0.51049227,3.8075626,11.45735,-0.5829611,-10.483408,-1.5398976,-2.300112,0.56401247,7.107696,-6.26698,-0.5717823,0.029200729,1.8801426,-0.6329832,3.2181072,-4.387801,1.2314109,-4.2524395,-3.7730865,5.860368,2.6178823,5.3090563,-8.542437,3.831785,4.2092824,2.8332357,-6.025067,-0.33801642,9.068997,5.4460025,1.6760687,12.403883,0.7429792
117.148346,2.9550467,79.38168,-14.77201,-13.126239,7.729295,4.411049,13.8998575,-21.083782,50.40247,14.962053,-23.800339,10.025248,-18.109697,-22.686441,16.149704,8.465353,-17.51819,-5.9455543,-10.50475,3.4459686,10.892764,2.6247792,1.974248,-6.9219537,9.048122,-9.113298,-9.471051,-14.648734,7.101229,18.243769,1.7833393,-1.012349,16.44497,-31.226492,24.333708,6.1300983,25.728172,2.1785424,14.260664,-15.680065,0.5397571,-10.15819,-9.895871,-1.272345,-12.599444,5.743446,1.3680104,-3.9330077,13.412158,-2.184027,2.5606966
-62.029953,-56.165462,-4.161519,1.0382559,-1.8885243,7.406221,7.1469007,4.267319,8.418629,-11.364465,-23.334894,-1.4084619,30.214834,-5.36987,7.2269163,4.0957885,6.580795,-1.6683159,-0.17804109,-4.3633738,3.4217846,-1.6919075,1.8667282,1.1370246,1.890247,1.4940765,-3.0904934,1.5537096,-9.915454,0.13713619,-3.5198925,5.1163673,-3.451432,2.7307403,-1.690282,-0.2342325,-0.8490753,-2.8183296,-3.388641,2.1374292,-1.9634228,-1.9547042,0.8636995,0.39964253,0.49325135,-1.1979289,0.6373748,0.6855498,-2.7495599,0.5204941,10.132776,7.470329
-67.30827,-73.820496,-31.970245,14.534658,-16.141867,21.266935,-1.6917492,-1.622642,9.128081,6.40579,5.258519,-0.7906422,1.3463323,0.6160532,2.2696555,-2.8362134,4.4441504,-3.0207436,11.128331,-4.579407,0.77825975,-1.6332728,-7.368135,-3.892114,2.1103776,-2.2818437,0.8638672,-0.078805044,-2.3537364,0.3087504,-4.0734296,-1.7669148,0.56895626,2.9432867,-1.8217661,4.3599424,1.7096587,-2.6863768,-4.2128043,-1.6634657,2.5710332,-4.0799785,2.555452,3.7179816,-0.32544276,-1.5719179,2.438597,0.12630309,1.5121504,-1.6197747,8.876773,8.991061
102.00484,-11.154114,-25.377934,6.345021,5.1389184,-10.61519,30.343721,32.09522,-22.59488,-31.234087,6.9444847,-15.873903,-23.254519,-5.7420173,1.56495,5.360413,26.481995,-2.8090036,-4.256247,-1.8337085,-5.535796,-2.5925102,-9.29681,-0.9778626,-6.004684,9.236608,-3.8555906,8.185037,-9.45658,-8.529695,-1.2489722,-6.840032,16.611143,2.355952,-2.4619303,4.822116,-3.2433293,3.8667343,-1.9463497,-6.2000976,-4.509352,3.4850233,-4.9240537,-2.9337401,-0.39224112,3.1392133,-3.1568575,-2.7172012,0.12434413,3.3596961,-2.5398877,5.883026
-45.78278,-32.965355,25.063705,7.76504,8.597173,-1.7275575,6.051309,0.89338386,-1.2373089,-10.223435,13.453983,10.086541,-0.8385656,37.159435,6.552429,25.4279,0.49630842,-3.7688189,-2.4467885,2.006879,-5.890348,3.7868671,7.346445,-0.39932662,4.693719,-2.4213502,-6.2805386,-4.3186684,4.121832,-2.7284544,10.532141,7.831776,-0.07170013,3.717738,-5.6615357,4.82925,-4.088215,-5.8689175,-6.7139473,-1.7502182,-4.4707217,0.7375765,3.5011685,5.434315,-2.5744429,1.1369463,-3.237988,7.5539126,3.002294,-0.15933603,12.713293,8.235622
95.87981,-63.150833,14.014882,3.2540479,18.025372,-17.36276,-48.156174,10.755067,24.445147,-13.324526,9.331424,-7.1792517,2.1806347,9.136221,5.5227656,-7.8441963,11.219488,-2.537,29.633865,-9.468296,-1.850834,4.814691,2.3457098,-14.137069,-0.5344393,5.611198,2.0242345,8.897443,4.286624,-2.1708546,2.7472277,-3.5186,6.7261853,0.19198582,4.557458,-5.5236473,3.254622,2.9782937,0.86265266,-0.78292143,3.8240829,3.389748,-3.567897,2.3682122,-0.30827898,-3.0694268,2.673553,3.4491022,0.7541963,4.976771,-1.4280453,6.1252265
-32.12478,98.75061,7.016773,-54.62777,34.952408,4.2342987,6.7901583,-0.1769054,19.077267,8.280278,-2.4196272,-2.208629,4.798281,-4.054593,-0.3788886,-1.0600379,-11.633545,-1.2549565,-11.972711,3.054569,-3.968296,-2.7299385,-15.400043,7.5317945,10.118987,-3.4147527,4.0518055,13.927137,-1.845969,5.2092505,13.365256,-7.9869175,7.7881036,-7.506332,-15.004518,7.301854,-13.980759,-6.355159,16.204973,-6.3707457,1.9414392,5.3934426,7.688387,7.6629863,3.7162285,0.605459,-10.360031,-7.893749,8.096451,-1.04632,13.431161,0.83806264
116.29136,-74.41442,-62.087826,-42.248966,-4.1853127,-35.95672,27.727337,-47.423866,6.6533337,-6.2222605,13.894355,-6.3169656,-2.4166775,8.335616,-12.661846,-6.898974,15.738518,12.838816,29.803513,-2.998967,6.1712103,-4.9914412,4.8081565,-10.9859705,-11.501485,0.43307227,3.7690873,7.2968626,-0.20962675,3.5252695,-4.1969323,-8.803377,-0.0039553028,1.4108768,-2.270238,-0.6376724,5.867145,-1.7885745,0.64196885,-1.2089105,0.06556122,6.425639,0.93271315,7.0096207,6.308379,0.74643356,-2.0782871,-1.2329862,-5.093763,0.2727147,-1.5559576,7.010363
124.61289,-66.61707,37.5245,-26.82613,-13.35326,12.157823,-20.038717,-17.491447,11.492362,-5.9444222,-9.565177,8.056699,-2.64528,2.0051992,5.317926,2.5237842,-16.963398,-2.630305,0.40488297,-12.14861,2.6972163,1.8746272,-4.685245,1.9489564,6.4562864,4.281351,6.918418,7.927318,2.319833,6.079857,-3.4399028,5.525283,-1.9669632,-4.392352,3.794042,-3.0961921,-6.6663885,-1.8725679,0.14065073,1.2373195,-4.557978,8.361731,2.4814742,-4.7517667,3.7152388,4.861955,3.0588722,-6.3092127,7.1250687,-2.2685878,-1.5939987,3.872322
-25.823008,107.85254,40.259655,-44.96185,37.900723,-10.614666,-7.8959537,-5.52902,4.253225,18.055408,0.028040111,-5.2189655,-0.22410691,0.82077223,2.524106,-9.790939,-10.49438,1.1331211,-3.8739417,4.7319016,-8.768009,-3.9459386,0.71081996,9.136171,8.593373,8.992658,-10.278924,5.394493,-1.5692117,-7.0064106,-7.8522983,11.097607,-12.660774,-11.748181,-19.00955,-0.45031273,-5.8828278,4.0549746,-2.565526,-0.78333724,-9.732555,6.735762,2.4865015,-4.144305,-1.8178557,2.5555854,2.2570512,17.682154,4.568886,10.957676,13.694667,0.7747652
-28.739202,30.995464,35.579178,3.3005705,26.385958,-7.965137,-0.065085,-7.285797,14.685097,-20.018784,12.013153,9.174277,-2.109672,21.46914,-13.978038,11.832311,-0.31673732,3.27191,-16.977182,-2.4601612,22.406673,-27.479223,-6.296066,-5.020736,-4.902012,8.363996,-0.987533,1.4695784,2.2213113,-4.85127,-11.7723465,-10.640327,4.510562,2.4080865,-8.189455,4.634505,-9.525043,4.800903,-1.2580081,-6.6758065,4.7763143,-1.0709695,-10.980437,1.3429484,8.48689,-4.8909745,6.3699017,8.275131,-4.086627,12.157821,14.89458,5.6006722
