X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
-17.043873,51.180527,-44.749073,3.2114704,1.5027814,27.165073,-17.304281,-17.808714,7.2878118,-7.6757417,12.036616,6.4640737,-7.2932267,-4.8406873,-3.7678454,5.4476395,-2.840772,-4.634422,14.297628,14.408553,-2.4625177,1.2701113,-0.25574857,-9.144481,-11.675143,-1.9769794,-10.738853,-3.1957004,-2.927555,4.805438,-6.836111,-4.7541337,10.2470255,-5.7505045,-1.1870716,-3.061087,-2.5634117,1.1402833,3.0359097,8.469775,-3.9158256,3.2718437,-1.5497683,-5.221153,-10.189089,2.4251351,-2.329816,-4.45291,4.5011215,2.047229,7.4610343,4.025449
-40.474075,-10.386775,27.58284,11.482402,-0.6771163,-5.220982,9.014559,6.8090405,-14.041988,-7.5329256,-1.1787215,7.5114794,1.1609426,1.008815,12.910139,-9.803155,4.8055577,-1.0136735,0.46369228,-0.44868532,2.3003857,-3.2067728,1.1149945,8.937726,-0.058683906,-1.6115235,5.053675,3.6213171,-0.9224407,9.495201,1.1067239,-5.5816264,4.2324104,0.952875,2.4904969,-5.2304797,6.5769687,-4.999623,-4.846607,2.9538474,2.3142378,1.0379635,-5.2549396,-6.3201737,-5.850962,-1.6883849,-0.2026152,-0.0699726,3.161665,-1.3765423,13.095139,7.140821
165.13124,-45.37212,42.92395,-38.39048,-6.076837,34.14486,-18.141804,17.992691,11.016566,-6.3337684,14.656287,-6.227261,6.8091135,-4.701821,2.0675316,7.443968,4.225749,6.3132668,-4.2947865,-7.078719,2.5911596,-1.000635,1.3062432,5.071392,0.27294987,-4.1050305,1.6601398,-10.846367,-2.8352106,-1.2525071,0.6327794,-0.7132437,-4.739348,-3.7629323,6.828991,19.497086,-7.6993914,-2.2705264,-1.739905,-4.5708194,1.4774565,17.696499,-15.951488,10.474537,-3.9157083,4.2423186,-20.764868,-1.52219,0.015354772,-6.862942,-1.4466915,3.4836302
-30.76136,-7.5312443,31.33601,17.95669,4.717302,-7.0189195,8.611207,4.4166417,1.1632053,-3.7774532,-5.355614,2.068752,-2.0547843,-1.3644477,-2.9235618,-1.8253438,-0.9098122,0.015119077,-0.919644,-8.631089,-6.9400954,-5.8083425,5.75657,11.001708,2.3891773,6.969516,1.0455818,-8.379935,7.182043,-1.4307622,-2.850137,-9.073965,-3.923187,-0.8803046,6.060837,1.3366014,5.1052284,-4.6775527,2.7079203,-0.10767083,1.4941472,4.9505825,6.8203087,-2.8399599,0.4031394,-2.2009835,-6.3646564,-8.36451,4.5626755,-1.9655555,13.727452,7.087384
-39.405407,2.75453,19.468134,-4.976094,6.9743705,-4.243145,-3.3847058,-2.8572392,3.9256365,1.6517369,6.328761,-5.6346216,-1.6652464,-3.3830416,5.6537127,2.5732296,-2.0657694,-1.3610792,-2.0549872,1.4301112,-1.8030586,-0.5145038,1.6520365,-10.050806,4.025871,-2.0703778,-4.217076,2.911433,-1.0126903,4.068884,2.3834488,-0.20065577,-2.1277661,0.22099467,-5.4123516,-1.238755,-3.183905,-0.59370136,-0.6666364,-1.7150902,-1.4658184,2.850774,5.463385,-3.681774,0.3887394,2.610147,-0.63661665,2.5517988,2.8310769,3.6365573,13.437327,5.469805
-24.240294,51.924835,-5.7897043,-27.021214,9.591129,3.7680106,17.66576,12.59546,9.993203,-23.119469,5.3826013,3.0651999,-14.066416,-5.7918024,-0.31496587,1.2871857,3.0717282,-0.4627158,-2.294074,-4.351429,-4.8069277,4.571987,-0.73601985,-3.6174712,-5.087726,4.8485093,-1.6425241,-0.68639344,-5.4667077,5.3200135,2.3088973,-5.149902,-3.374349,-7.7576804,-4.437572,-4.061356,-2.580671,1.5642344,1.9866189,7.9392405,-3.1444316,5.3414083,-2.934061,-0.09484679,-7.6751103,-3.8146725,1.4315628,-2.176714,5.5985484,10.343809,13.170117,0.92836016
-26.53008,49.854145,-1.8950063,-17.422337,2.7377858,-0.70585185,3.0321758,0.41701445,0.5793381,20.295553,3.396835,-1.2006139,-5.3376365,9.478912,-6.0120516,-8.661049,-1.1926442,-19.112265,-3.5130305,19.506325,-5.5216007,1.9212193,-10.087285,11.906262,-1.6070226,5.579392,-7.2071624,22.56122,-17.244135,-1.1923876,2.3941743,7.5008492,-9.865125,-1.1546192,5.2220573,-1.6449667,4.400156,11.6519165,-1.5484662,2.2333899,0.9893031,-6.018859,0.40955842,-9.054716,-1.9187355,1.2026358,-4.0990496,2.916919,0.78900635,-0.44880083,12.338038,1.8882961
-35.151848,17.769947,-0.596884,-38.26698,7.9473715,11.998459,-9.278039,23.163109,-3.955307,-3.6288066,-3.6362135,7.8764405,-10.237752,4.801099,-0.31923833,4.6657844,-4.971813,3.5670104,-5.2412915,1.1848154,-1.410421,3.065753,1.093824,0.57310843,-3.882846,0.43717337,1.2254084,-1.3731728,14.13066,7.633986,-2.8856232,0.5298743,-3.7630823,3.7434576,10.312764,3.7897537,-7.478188,7.084071,2.7619636,-0.5170405,-3.1347783,2.2585602,5.122088,-0.39359006,-1.536076,-3.1460023,-0.31111443,-3.5164676,7.098519,1.8285772,13.067824,3.1570768
27.701954,152.48108,-60.54613,0.23280896,-56.10604,-16.966106,-23.808542,-5.3803205,-6.290616,-6.3686147,-6.9863524,12.022966,-13.712576,9.254841,-12.8168955,-0.46952674,-8.180515,-10.237675,8.792447,-1.8052388,-6.1086493,-5.629056,-3.4878862,4.0134673,-18.46289,6.5446057,5.2375793,6.494403,2.9138944,-16.143106,7.626028,-11.775397,4.829183,2.1506944,-7.5904255,-10.743439,-11.708796,6.1294866,18.90485,-18.537746,11.154591,5.714746,0.40466964,-11.064229,16.392714,17.382362,-4.989319,-9.621955,-3.7295074,1.8794388,9.7114725,0.11472418
-47.087944,6.9317045,49.579052,-5.0979414,31.023869,-11.568326,-3.8163035,-5.009933,8.80716,-18.833187,-1.1169282,-7.9787326,-14.73254,1.8016584,-16.250301,7.19184,-18.95653,2.9885602,3.9556763,13.514711,5.877578,6.7879,4.650432,-5.5518265,4.740712,-8.559773,-4.184424,-0.33904356,-5.1632066,8.477346,3.7482839,3.7614057,0.4987128,4.5445156,2.1722739,-1.4540913,0.7514566,-2.098355,6.0859613,-0.055540115,-3.7058802,2.3232815,3.05448,-1.4704803,-7.517095,-6.9519787,1.2853465,-3.1734858,-1.3038824,-5.4343834,14.720551,5.347828
-42.497456,-5.226456,-10.031402,-4.8157454,31.034382,40.623734,8.691132,-9.841818,5.9111037,-5.077094,1.7682887,9.056149,15.264108,-1.7536744,-8.895623,-8.271459,-4.709143,-6.833431,7.8316646,5.5885196,-0.15051873,1.0151836,10.5642805,19.975586,7.1841636,-4.2793174,-3.7581787,-0.7383556,30.846222,-19.691402,-5.9339113,32.822758,19.582275,26.087639,-32.866512,7.2286496,5.3809466,-3.3066168,-13.718473,-20.581467,-10.144787,4.1968703,2.940335,-2.1194174,-4.2304635,7.8262453,-5.2877593,2.470332,7.830579,0.33501658,11.731753,4.368427
-49.311348,-57.243107,39.983406,27.583204,1.5751594,-12.710524,-8.820397,-13.594597,8.23232,1.1251708,-3.2398624,0.47018468,-1.3654994,3.262453,-5.0544577,1.0004987,2.4635816,3.9760144,1.1824487,6.219949,2.7351925,-1.5258832,-2.350035,-2.6728516,-4.1910877,0.15948653,-0.5531365,3.3792255,2.5889435,1.4178997,-0.063642964,-0.027856931,-0.50313663,-1.584699,-1.5892075,0.61253,-2.1576006,3.3596394,-1.3750136,0.44027406,0.54104966,-1.419986,0.8620233,1.8677673,3.5289207,-5.6851554,0.4021858,2.333377,-0.6262162,-1.6416636,13.924537,9.126126
-26.664213,69.32963,8.064093,-18.78589,8.438577,-10.086831,-9.926398,0.8939504,4.5401115,13.61074,-3.7666688,-11.563276,7.1093187,4.403123,4.0005803,-4.2855363,-9.751615,6.511519,10.148589,6.910406,-10.29511,-9.03141,-2.0376844,14.835889,-6.1074014,8.60167,6.6778665,-13.392566,4.8133426,7.419272,-4.371681,7.313596,3.6619334,-6.088279,12.313547,1.2063897,0.91987437,-0.16881754,5.0739956,-0.48426738,2.797697,-3.1836355,11.154146,-3.5635207,-4.8613353,1.6671689,3.3010385,1.7657101,-2.0191915,0.02506158,12.449903,0.9172066
-31.751665,12.528609,38.735672,27.892906,-13.226653,-31.313732,-50.899666,-26.276075,-4.272362,7.2910614,4.961368,4.06483,8.353979,4.1817346,10.136385,-13.489143,-7.1528835,-11.619512,-0.30086824,-5.694349,-0.21534921,-13.399446,16.250952,-10.052413,3.4121873,-0.037486702,-6.2495804,9.484123,1.8637534,-3.0500045,-1.912422,6.323363,6.363853,-1.2988576,1.7711432,4.6918225,-4.0406084,-4.6271076,-6.4789076,1.9129655,-10.7286825,14.228181,3.9612603,-1.629952,13.66131,4.9911194,-0.4147082,1.0689794,-4.1136904,-1.6875236,14.254283,6.837663
-37.430183,36.040806,19.08763,-27.689087,30.140295,5.1328273,14.244811,8.488053,4.854202,-1.9794056,-1.934826,7.7738404,-6.616869,15.320146,8.287274,4.0666733,-6.4170785,-2.3769958,2.7644696,1.2746295,5.724727,3.1124218,1.5059077,-0.7282229,1.9591993,3.5297463,-4.393934,-3.2036781,-3.266457,-3.311869,-0.28582212,-7.308206,-1.9356252,2.439077,-4.6810894,0.0299604,-5.3143277,0.9745542,7.3127856,-3.415798,-2.6632018,-3.6034975,0.1833228,4.9938912,-1.186455,4.402624,-3.3516004,-1.4671556,-2.2052035,0.7193388,14.010086,3.1579916
-26.169603,47.117195,-0.9551868,-14.948672,-1.0783596,5.549147,12.363368,11.996408,0.21751022,9.333826,-2.9832594,28.244665,-14.245403,4.0621376,-14.558106,-19.376331,26.225199,-33.637856,-5.225372,-2.4189484,-2.326786,21.064356,3.2506366,-9.538086,-1.6615086,6.8769536,2.2566261,-3.8853984,-5.27193,-3.8377922,-10.820384,-3.6361384,-4.4637175,4.413678,3.0778017,4.030518,0.85827994,3.5114026,-10.156003,4.811946,1.5716639,-0.4634828,-3.4785686,-8.68528,-14.192797,7.920478,3.8746126,-4.5587325,-3.844148,0.28968072,11.800578,1.8616847
-59.844902,-34.368027,-23.494663,-2.5545926,-13.766415,5.9382515,0.07034108,4.092512,4.6283793,-6.711875,-8.539377,-0.27082878,-9.494891,4.7501197,0.6968772,0.97194225,-9.008917,1.0606195,0.7384289,2.3478017,-6.2033057,-2.9679496,0.9413207,4.9769397,-2.6075976,0.15682866,-2.9570642,2.917891,-7.945536,-7.022433,0.629634,0.40388033,-9.84956,-4.167534,-4.3895116,5.281544,-8.283859,-5.958333,-0.08807245,-2.0180645,-4.864586,-0.28433216,1.1392076,-1.6297913,-4.6519837,-1.4804602,2.2874875,9.52628,0.33654422,1.737579,10.131793,8.222958
-38.75387,9.69234,-16.144707,-9.648657,-11.434118,6.4029517,7.7627335,4.7751265,-1.6605062,10.145284,1.2291529,-16.700056,3.7606578,3.3915253,-3.718048,2.1209419,1.886175,10.357669,28.424082,-10.567006,12.201509,3.686061,-0.24993888,-1.7191418,0.09171868,-0.8830905,6.2129602,1.8970574,6.630696,-11.238298,-3.355439,-11.632316,5.9620333,3.1110992,4.585036,-2.6377695,-2.7374656,-3.0124564,6.5629888,-8.837674,7.7801213,-1.5759351,5.0070767,0.047431566,3.9995682,7.581717,-6.654952,-1.4188061,6.4453373,0.9849999,12.254466,3.8017507
-42.864902,-32.484356,24.999382,26.843409,-1.3406811,-10.800216,-5.3201227,-4.912349,18.006002,-4.9795613,-5.507098,2.6832552,-4.481244,5.1794176,-16.509007,-8.237388,-4.3980303,-1.7769282,-17.338459,21.273355,-6.3707213,-5.175823,-24.488314,-8.077622,5.1079793,16.133919,9.971593,-5.5153017,-1.355058,-3.5013738,-7.2944016,-4.913999,-0.37948504,2.5731685,10.084282,5.6862383,-0.68876123,7.601533,1.8494074,-3.5314298,-0.26001337,-2.1715174,-6.429686,1.0221369,-3.4336593,1.8933018,-5.296415,-2.808594,-3.4956648,1.5275153,14.1043415,9.768209
-21.293581,78.486305,-30.014093,-26.617645,-12.366634,-2.4362624,-11.016126,3.7557979,-3.331126,-1.2294639,-19.771381,-12.031916,26.354736,-6.0369973,8.147907,0.43749443,-3.7092187,5.854004,7.3295207,7.0305586,24.145084,-2.6755817,7.058894,-2.0991561,-4.0593257,1.8252374,-5.0691853,1.2011207,1.6689342,-9.6562195,-12.41797,-5.4520454,1.385292,0.16246767,2.0787094,-0.7859138,-0.92916816,-3.6473503,1.7381159,4.6066184,-0.2029663,0.4400032,0.09803486,1.9211702,-5.2671666,-3.551563,-1.3381507,1.2639564,3.6459398,2.8760204,11.0908785,0.77391404
-45.80793,-14.8975725,5.9748178,3.3440828,-4.5456433,-1.7433573,-4.1285005,1.0255712,-1.299854,4.6329145,2.9795077,-7.7838316,3.833667,-0.18161568,1.8727028,7.388678,-1.6768456,-5.7955503,-1.9749625,2.6593559,-1.2949573,-3.9644487,-0.25731534,1.056371,-2.6479797,-0.7609996,-0.05384679,1.3886985,-4.429374,6.3662934,0.0014884893,-0.792855,2.8615851,-3.222516,-2.993227,0.6306181,2.0958776,-10.754831,-0.31308913,3.2590306,-0.53146255,-0.42472932,-0.12728104,1.3181723,0.56828296,-0.5420655,1.8156524,-0.69028115,0.065022156,2.9533796,11.811201,7.6207075
-38.769558,-13.827014,18.734869,20.13065,-8.576826,-9.71495,-7.5832987,-4.7063704,-4.4998555,-4.3606324,-3.2486286,0.16323882,3.9598553,-9.441404,0.3970906,-3.0290978,6.731586,-3.009472,10.593987,7.652017,0.39032158,2.4138024,-0.4721209,-7.0682383,7.1127715,-3.6976166,0.16439135,-4.464579,0.22805336,-1.7757021,0.84429723,-2.1742158,-9.903063,0.67045707,4.9686513,2.033208,-1.3288867,-1.6150937,-3.522056,-0.06923857,-0.6380918,0.6335475,5.080701,1.2911391,-5.625264,-4.8110447,-0.6329314,-0.6175098,5.260472,-5.1977334,13.861493,8.028617
-56.598515,-65.55914,-12.98443,9.85894,-16.213947,11.05695,7.9031754,11.531972,0.6646585,-5.0235214,1.5177115,2.1606839,-3.40681,0.50567836,0.29848465,-1.9210845,6.63552,-3.480396,4.8791275,-2.4613578,-1.4777725,1.6984386,-2.522089,-0.9166012,0.34949544,-1.6452205,0.9195843,0.9026134,-6.069723,-6.5841346,3.6490004,0.0662088,-0.9430073,1.6934086,1.5740246,1.3645493,0.0739966,-0.67472863,-3.2143326,-0.07525088,-0.6707934,-2.3173127,-0.9805186,1.5160811,-0.81208575,2.554603,-0.0851749,1.178021,-1.8823075,-4.4991302,10.131197,9.375868
-51.339596,15.044675,9.273962,-24.362654,18.501682,5.3365755,6.3287377,4.9953756,3.025532,1.6172619,5.1596336,-4.2278094,-1.6351312,11.513495,7.8061714,4.4636483,-7.3049383,2.827204,3.969014,1.8620132,3.4014034,-0.86251867,-6.005899,1.9568714,-0.5764744,0.6053703,8.216715,1.3559067,5.0645785,-7.293946,-1.6461084,-2.6259062,-6.731212,-4.4553347,0.018705336,5.7053056,1.4209484,-0.3998251,7.555324,2.3493118,-5.086053,0.09348889,0.91136134,5.530593,-1.6679187,2.0020816,-6.7160974,-2.5714555,0.8968014,2.6855056,13.148644,4.0145082
108.39711,15.197666,-43.29852,-50.244728,-4.6966004,-33.39361,-6.6546855,-2.2746916,0.600357,5.0938897,5.9758387,15.488965,10.123533,-2.6964242,-27.118479,-11.842611,-15.8255825,40.239407,-15.820477,-7.0620847,-7.057693,9.692336,32.087444,-10.971473,-3.3782709,-5.9555616,-11.459114,5.118637,-7.026479,1.6468446,-5.10642,-3.7338362,5.567508,25.217817,5.5147896,-7.177097,-10.825735,4.3930182,2.78973,3.0759966,0.078968085,-12.034771,-5.0992045,0.7381028,-7.0778418,-8.589038,7.836457,-1.4870877,-8.2315035,0.063474275,-3.5475338,6.7089667
-48.278645,-37.054462,30.527647,3.8599799,12.000395,1.8657566,15.92167,6.4347105,-6.346685,4.309031,9.331622,-13.354273,3.6992893,-0.014798046,-3.207823,5.656674,0.84632176,-1.596879,-1.6674006,-0.91949385,-2.7020955,-3.13066,8.547429,-1.7089186,-0.10579995,-3.676192,-0.3626048,-2.2685807,2.2879727,2.073247,2.561818,3.2062035,-0.96689135,-0.4073234,0.7304908,-2.8993306,-0.5246939,0.66382444,3.7562327,0.24311458,0.20922399,-3.21988,2.5738304,1.0369407,-4.895544,1.1261662,0.88280743,0.8326072,-2.171351,1.8675284,12.341936,7.1336136
-34.606236,7.809248,-16.144356,3.0109978,10.160278,24.988588,-7.013354,-15.012236,-0.279973,-0.05676773,9.560663,4.0579357,0.24988876,-2.9922364,-1.0510087,-2.0496926,0.8022291,-2.9804692,-3.8820543,-5.538399,-2.3765278,1.9370631,0.7833492,5.6231146,-6.311037,-3.822296,-3.351764,-11.048008,6.1837864,-4.5764766,3.4322953,4.6421056,-4.7789974,-1.9614387,-2.4307697,0.56251335,-4.7944503,-0.48118445,-10.107614,4.6857734,5.1162887,1.3640217,1.0465256,-0.33740366,-4.901937,2.1184723,0.34247223,3.9809496,1.6441319,-0.87897885,7.73283,5.6683106
70.76391,-78.5967,-10.587126,-17.866611,-15.1034775,19.950438,-16.251293,16.418827,0.6007452,-15.690099,-2.2226236,-1.6853855,7.1619043,4.9687924,-3.9845119,8.230652,5.9081264,-3.5163949,-0.02639938,1.283615,-0.50701624,-1.852969,2.4129202,-2.7956402,-3.5559154,1.0274258,-1.374378,3.20522,-4.9003453,0.31930932,3.3115544,5.994218,-0.40938103,-5.5175295,5.385091,-2.0004904,-1.8183439,0.050884973,6.9163027,-4.755464,-0.5263305,1.7920763,-5.0844216,0.17296,-5.720754,-1.3730447,-1.2514486,-4.7182155,8.133026,3.916209,-0.43078178,5.524542
-45.954468,34.658283,65.57968,-25.00772,52.761765,-7.594921,7.242313,-3.4570951,7.3809643,-1.581756,7.210558,-5.084035,-0.39381537,-6.1971836,4.163535,1.4377631,3.4903593,4.5631523,10.307514,7.6634593,-1.9677618,2.843306,-0.6616944,-5.897075,3.7756855,-1.2395012,-2.7272937,-5.747245,-3.272602,0.31100333,3.309844,-1.3441265,-5.6823306,-4.9805303,-1.5834095,-3.1312933,7.7167983,-12.491401,5.5369477,5.502271,-3.4661112,3.465461,-3.3629842,2.5762506,-11.151588,0.31770134,0.71253705,4.2209544,11.638106,9.187124,14.862607,4.3789396
33.343414,-61.29617,-4.283182,-12.506463,-15.40346,16.28024,8.605036,4.6812563,-11.72058,-10.103425,-18.737478,-11.194548,44.07048,0.15914042,3.6048152,-9.632652,17.381538,7.7234554,-6.3080387,3.105112,9.65516,7.8674955,5.584966,3.180624,-2.3238454,0.16327244,0.41423965,-2.1892865,-4.144277,0.7643875,-6.0669203,1.5595187,-4.8667455,0.49988234,3.9558651,-2.1354177,3.335522,2.2702742,2.859834,-2.1138496,-8.042958,-5.8241677,0.19339497,3.2729256,2.8337314,-3.7920089,-2.0416849,0.824192,-5.898943,1.5155262,-0.003060139,5.8968644
-61.61162,-73.3572,-22.882357,18.992908,-8.556351,24.778793,4.1617036,2.018376,1.6957475,6.969564,-0.025456237,-3.8414652,0.9848957,-2.0720623,0.15318112,2.0880327,-2.1159797,-3.3388183,6.7452188,2.7727413,-2.9406176,1.8038901,-1.698087,2.578031,1.0382341,-4.3157334,1.6794027,-0.8189554,4.2163243,1.6603688,-2.2387779,3.167509,2.61695,0.6328685,3.1440642,-2.3587296,-1.1275661,-1.9285369,-4.9957438,1.594343,2.350351,-0.4029181,1.3654025,-1.6981008,1.7812972,2.2983,1.5154035,1.3340658,0.9093539,-3.6214125,8.723155,8.975158
-48.138695,-18.905064,12.409054,7.713355,-2.9160044,-4.525849,-4.571725,-4.029376,-0.21009575,-0.51548654,-1.6830319,0.32043555,-3.7812831,1.0491767,5.7727695,4.027665,-3.458494,2.4881399,-2.6325424,5.158555,-11.0658,-5.2242327,-5.723056,-11.553979,6.852719,3.0721188,0.92979175,-1.1312753,2.121686,-1.7570364,-1.9248995,2.8550282,-1.6339982,-1.0028989,0.29521686,0.119921505,0.53575456,-1.7278866,-1.7854191,-3.7289977,3.3625379,2.98562,2.0428534,-0.4498698,-3.666291,0.8793114,-0.27824786,-3.6307483,3.756743,-1.4499139,12.385635,7.530826
98.56424,-55.862568,7.315386,-13.529353,7.1527977,38.220238,-7.599536,-4.6150346,4.237234,-7.486387,-5.1757855,6.7129126,-4.721235,-8.055742,-1.9290042,-1.6198202,-5.1977277,-2.928705,5.9491467,-3.991937,-9.101272,-4.991417,-3.950813,2.5790005,1.0795388,4.500082,-10.248914,5.046807,-11.979249,-12.413882,1.5328983,15.460692,-18.410063,-4.9489875,3.2467265,-13.361071,6.6347914,13.894742,-0.7576798,-4.2108274,-0.69762325,-0.9018982,-9.139281,-8.546923,-2.276852,-0.23114818,2.3887222,-16.530699,13.470155,8.390816,-1.9723526,4.33334
-42.88165,31.650671,14.053398,-24.222176,19.87217,-2.1669328,-0.83208585,0.86523163,7.093117,-9.898551,-2.7895553,0.03302291,-6.319022,1.4738085,-7.3379655,-1.9742378,-6.800478,-10.071151,0.93997514,4.5016026,-3.60205,-0.7815067,4.529292,4.482043,0.42736697,2.4908462,-10.0058365,6.775105,-6.4485593,-0.31051448,-3.1336882,8.422256,-2.942153,-0.5580988,-2.4770298,-5.7565403,7.102498,-2.9222715,5.795518,-0.7271012,-5.7710047,-1.8377583,-4.782864,-0.6566223,1.3102272,4.7827415,-1.7492518,6.7850766,-5.239391,-3.2310047,13.805493,3.0366151
-30.258385,70.994705,-0.060951244,-28.256397,10.562144,-2.3801498,2.1138558,1.3681962,9.102928,-5.180134,-5.4112267,-5.819876,2.6372943,-0.53981435,0.89750534,-2.6077416,-6.8057613,0.13467395,21.8213,-1.0549799,3.5731053,-0.12200825,0.13245344,-3.0072544,-6.763572,-2.0490808,-0.89040923,4.817593,2.6321285,-3.500081,-7.7427697,-0.66547066,8.752556,-0.05614206,-0.63881254,1.6160558,-4.1429696,-6.150425,0.52973545,-3.3205674,4.95165,-1.6833858,2.2375476,-9.404449,4.2094364,7.7539277,-3.260859,-3.0035722,4.7402587,-1.154623,12.815954,0.66965526
-38.4931,9.549332,-11.434902,-6.6912746,18.008434,25.912289,2.377503,-6.6692977,-2.422732,-4.3004804,11.881637,13.972597,0.6909574,26.860905,-11.069025,19.594349,8.019272,1.0516659,7.4658647,-11.262727,-3.1140478,-2.7010112,9.341765,-0.8554206,4.459288,13.516927,2.7949922,-9.847282,-0.94164765,-5.432135,-7.71556,4.048632,-7.511444,5.9989157,5.2588053,0.74981534,0.35209864,-0.91473186,6.913977,1.3514098,-11.365033,-4.517186,-4.661601,0.55649984,3.0806444,4.768637,-5.2206564,2.1941614,-0.12769273,4.9904103,8.806174,5.3590007
24.009174,-100.442894,-29.932142,-20.581017,-22.830826,-0.146622,18.22584,-20.233694,4.486633,-6.3876834,3.271802,4.3143654,-1.7935584,5.125285,4.0330415,-7.610995,3.8018124,0.9331948,0.8657993,10.322576,-2.532202,-2.751747,-2.6096275,2.443577,1.1337663,4.115559,-0.49720687,-2.5459437,2.4483383,1.8421705,-0.110572234,-0.31074348,-2.2572746,0.15889649,1.590832,-0.15439771,1.7230159,-0.22708188,-0.4099718,2.273261,-0.75798035,3.0614576,-1.7345394,0.20656577,1.672407,0.97061473,2.5992503,1.642059,2.147059,2.52523,0.7623333,6.9428296
27.517801,-86.19237,-27.939148,-24.026123,-16.973246,9.016246,-1.6152176,6.7290916,18.419292,-11.133288,2.078691,4.822275,2.5187204,2.5027673,6.5934196,-4.6643434,-3.303181,6.9995155,-6.5306396,0.9746356,9.3955345,5.151331,0.5823558,-1.6514989,0.4414343,3.98421,0.23993036,2.7998135,0.28037664,3.6908324,2.4765146,-5.4708505,1.630362,-2.0544434,-1.657593,0.85234237,3.6127448,1.673816,4.798043,0.799006,-1.9308984,-1.7929637,-1.2775627,-1.0134243,3.0249698,3.029384,-6.5273924,-2.8759923,-1.2107581,-2.6921787,0.82779044,6.529147
-62.02175,-37.150078,-25.84064,-0.65132385,-14.943536,7.8917356,-3.1633852,0.9138965,6.225846,5.307629,-4.5392694,-1.6412345,-8.537015,2.9886854,0.5336668,-2.5009158,-5.430653,-4.8837824,4.2179356,-2.1298664,3.8596942,-1.5998564,3.2545857,-4.8209887,-3.5673943,-4.003761,-3.1767156,-2.9930763,6.8654623,-1.7806826,-2.055348,-4.076635,-3.4792924,-0.24768631,1.4315583,-1.1878268,-2.3552935,0.04322962,-1.4724748,0.5050069,-2.5518317,2.607804,0.19217345,-1.692419,-5.7609396,-1.7213401,1.6872896,-1.957689,-3.9140635,1.1649002,10.084568,7.9899144
-37.150085,-0.7833839,26.649082,8.626657,7.059395,-9.636796,-1.9587921,-5.225906,6.8881335,-1.970207,9.903388,1.3289922,6.562708,9.443074,15.652201,-15.295127,-15.7796545,-5.8735576,-2.8102555,8.623267,-17.769247,-11.593674,-2.774677,12.315476,-14.58041,2.2335446,-25.714895,0.7599548,-32.20329,-4.3823814,-11.080605,-9.777873,31.80924,-23.609945,-4.1886735,-4.4053993,22.483114,7.939358,-7.5574894,-13.202249,-8.91835,-8.4650755,12.408147,-4.7821865,1.3296131,-1.8312081,-3.5852895,-4.614678,-0.6593791,0.49619305,13.985865,6.212559
-11.524883,63.516956,-28.074507,3.7076976,-25.451616,-7.8743844,-8.392095,-2.8165197,4.0853205,-16.325535,-8.103283,14.079331,-19.419573,-19.93581,5.293872,3.9678311,4.4766073,-9.839756,5.936944,-3.504247,-2.4500566,9.166764,0.9687926,-3.0285115,-3.0222816,-8.375283,8.22928,-2.5617902,0.38272423,-0.29417565,16.204119,-0.9500433,-8.975064,-0.21172196,8.097769,-0.9360732,8.476925,6.3275476,-4.6483274,-10.416517,-12.959838,-4.047735,1.2475721,-5.418353,-4.3837795,2.8556871,0.057150144,-4.8481884,0.7017266,4.454349,9.667937,0.021615012
-47.276836,-26.753822,6.281063,17.855413,-7.6760554,-6.592669,-9.759199,-7.801772,11.581788,-2.2871685,6.3757057,-4.0930963,-1.8133938,-0.84717447,-8.385163,-2.414623,10.907454,10.163354,-18.204227,8.20537,21.481377,5.4918838,-8.597381,10.451677,-3.5217934,-0.35310605,5.3429785,6.678358,0.72921515,-0.26652834,4.388394,2.7629156,4.423998,-2.0542924,2.5297287,-0.8767472,3.858993,2.877372,-10.519265,-0.5581048,3.6977882,-5.614618,2.342129,-0.7905653,-5.6677046,-1.9245039,7.83773,2.4070992,0.47114602,2.2818167,13.660409,9.634913
-52.631195,-44.981804,-27.060358,12.380063,-8.6205015,25.222813,-0.022476207,-3.1547787,-5.2053814,0.20593655,-1.6198351,-0.44548327,8.864697,1.670735,2.529019,2.4650373,-4.079979,1.9275626,-7.638362,1.5090435,1.4155029,-0.8184269,0.08201506,-0.74620557,5.837964,-2.4762301,3.288908,0.35822505,1.5373096,-0.8285683,-3.7268312,4.481818,1.4093783,0.07670829,-5.4759955,0.67746174,-1.6421471,-2.8209567,-1.6043739,4.771431,-3.0400195,2.6039746,-2.325446,-0.8645826,0.24280958,-1.3701043,0.5938579,-1.8394914,-1.0975637,-1.1106461,7.6930604,8.43008
